,name,category,section,description,dimensions,image,page
0,REG16,Religión,Cruces,Cruz de suelo de madera,0x0x0 (cm),admin/img_prod/REG16/REG16-720x540.png,38
1,RU16,Rural,Descatalogado,,0x0x0 (cm),admin/img_prod/RU16/LOGOTIPO VAZQUEZ- 720x540.png,38
2,AST16,Atrezzo astronomia,Prismáticos,Prismáticos negros con funda cuero marrón,0x0x0 (cm),admin/img_prod/AST16/AST16-720x540.png,38
3,ALA17,Alacena,Cocina,Alacena formica jaspeada,120x40x164 (cm),admin/img_prod/ALA17/ALA17-1-720x540.png,38
4,ALF17,Alfombra,Arabe  Comedor  Salón,Alfombra persa verde,245x200x1 (cm),admin/img_prod/ALF17/ALF17-720x540.png,38
5,AFC17,Alfombra de cama,Arabe  Dormitorio,Alfombrín de cama persa rojo,117x60x1 (cm),admin/img_prod/AFC17/AFC17-720x540.png,38
6,AP17,Aparador,Comedor  Inglesa,Trinchero  inglés tapa mármol con espejo a juego AP16,130x52x102 (cm),admin/img_prod/AP17/AP16-720x540.png,38
7,ARC17,Arcon,Gótico,Arcón gótico figurado con tachuelas y varas (varas: 205 de largo),90x58x56 (cm),admin/img_prod/ARC17/ARC17-1-720x540.png,38
8,AR17,Armario,Dormitorio,Armario claro 1 puerta con espejo,100x50x220 (cm),admin/img_prod/AR17/AR17-1-720x540.png,38
9,ATR17,Atril,,Atril música hierro regulable en altura hasta 130,50x50x95 (cm),admin/img_prod/ATR17/ATR17-1-720x540.png,38
10,BAC17,Banco,Imperio,Banco Imperio dorado tapizado terciopelo capitoné,167x40x50 (cm),admin/img_prod/BAC17/BAC17-1-720x540.png,38
11,BAN17,Banqueta,Dormitorio,Banqueta crema tapizada azul,64x38x40 (cm),admin/img_prod/BAN17/BAN17-1-720x540.png,38
12,M17,Mesa,Auxiliar  Español,Mesa estilo español pata lira tapa lisa,84x44x70 (cm),admin/img_prod/M17/M17-1-720x540.png,38
13,BA17,Baño,Lavabo,Mueble con lavabo tapa mármol,115x55x87 (cm),admin/img_prod/BA17/BA17-720x540.png,38
14,BAU17,Baul,Almacenaje  Infantil  Mimbre,Baúl de mimbre infantil forma casa,52x43x66 (cm),admin/img_prod/BAU17/BAU17-1-720x540.png,38
15,BIO17,Biombo,Dormitorio,Biombo 3 hojas tapizado skay rojo con tachuelas,150x5x150 (cm),admin/img_prod/BIO17/BIO17-1-720x540.png,38
16,CAB17,Caballete,Pintor,Caballete de pintor plegable madera 3 pies,50x50x155 (cm),admin/img_prod/CAB17/CAB17 720x540.png,38
17,CAR17,Caja registradora,Tienda,Caja antigua para dinero de madera nogal,1x1x1 (cm),admin/img_prod/CAR17/CAR17-1-720x540.png,38
18,CA17,Cama,Dormitorio,Cabecero tablero pintado y tapizado amarillo,266x6x116 (cm),admin/img_prod/CA17/CA17-720x540.png,38
19,CO17,Cocinas,Descatalogado,Descatalogado,0x0x0 (cm),admin/img_prod/CO17/LOGOTIPO VAZQUEZ- 720x540.png,38
20,COM17,Comoda,Dormitorio,Cómoda clara 3 cajones tiradores concha,100x48x97 (cm),admin/img_prod/COM17/COM017 copia.jpg,38
21,CON17,Consola,Isabelino  Recibidor,Consola Isabelina caoba adornos tallados,107x53x88 (cm),admin/img_prod/CON17/CON17-1-720x540.png,38
22,CU17,Cuadro,,Cuadro relieve madera,106x5x58 (cm),admin/img_prod/CU17/CU17-720x540.png,38
23,ANU17,Carteles y anuncios,Calle,Cartel  antiguo Chapa piso,5x1x5 (cm),admin/img_prod/ANU17/ANU17-720x540.png,38
24,ESP17,Espejo,Tienda,Espejo vestidor cromado con ruedas,58x52x155 (cm),admin/img_prod/ESP17/ESP17-720x540.png,38
25,ES17,Estanteria,Despacho  Dormitorio  Hospital,Estantería niquelada,86x36x186 (cm),admin/img_prod/ES17/ES17-1-720x540.png,38
26,EST17,Estufa,Calefaccion,Estufa de butano negra rejilla Superser,42x46x72 (cm),admin/img_prod/EST17/EST17-720x540.png,38
27,ESTAT17,Estatua,Religioso,Estatua imagen San Ignacio de escayola,40x35x117 (cm),admin/img_prod/ESTAT17/ESTAT17-1-720x540.png,38
28,GN17,Galan de noche,Dormitorio,Galán de noche blanco,37x34x120 (cm),admin/img_prod/GN17/GN17-1-720x540.png,38
29,F17,Fichero,Americano  Despacho,Fichero madera oscuro de persiana con patas,38x44x69 (cm),admin/img_prod/F17/F17-1-720x540.png,38
30,MUS17,Instrumentos musicales,Descatalogado,Descatalogado,1x1x1 (cm),admin/img_prod/MUS17/LOGOTIPO VAZQUEZ- 720x540.png,38
31,ADO17,Adornos,Salón,Adorno mesa metal,1x1x1 (cm),admin/img_prod/ADO17/ADO17-720x540.png,38
32,DPT17,Deporte,Bicicleta  Gimnasio,Bicicleta estática Toptone,65x20x83 (cm),admin/img_prod/DPT17/DPT17-720x540.png,38
33,LAM17,Lámpara,Lámpara de mesa  Salón,Lámpara de mesa cristal rayada bola,0x0x0 (cm),admin/img_prod/LAM17/LAM17-720X540.png,38
34,FUM17,Artículos de fumador,Cenicero,Cenicero metal silla,1x1x1 (cm),admin/img_prod/FUM17/FUM17-720X540.png,38
35,AZP17,Azulejos y platos de pared,Decoración,Azulejos de pared escenas taurinas,1x1x1 (cm),admin/img_prod/AZP17/AZP17-720x540.png,38
36,BAD17,Bandejas,Menaje,Bandejas de comedor diferentes,1x1x1 (cm),admin/img_prod/BAD17/BAD17-720x540.png,38
37,BYC17,Atrezzo de bar y cafetería,Bar y cafetería,Botellas de licor de loza antiguas,1x1x1 (cm),admin/img_prod/BYC17/BYC17(BAR17-720x540).png,38
38,COL17,Atrezzo colegio,Colegio,Carteras colegio antiguas cuero,1x1x1 (cm),admin/img_prod/COL17/COL17-720x540.png,38
39,DES17,Atrezzo despacho,Despacho  Escribanías y tinteros,Escribanía modernista metal 1 tintero,1x1x1 (cm),admin/img_prod/DES17/DES17-720x540.png,38
40,BAS17,Bascula,Farmacia  Hospital,Báscula de farmacia de bebé antigua,1x1x1 (cm),admin/img_prod/BAS17/BAS17-720x540.png,38
41,BEB17,Bebé,Descatalogado,,0x0x0 (cm),admin/img_prod/BEB17/LOGOTIPO VAZQUEZ- 720x540.png,38
42,CST17,Moda y costura,Máquinas de coser,Máquina de coser antigua de hierro con caja,1x1x1 (cm),admin/img_prod/CST17/CST17-720x540.png,38
43,CSE17,Carro de servicio,Cocina  Comedor  Salón,Carro de servicio lacado negro con un asa,70x50x75 (cm),admin/img_prod/CSE17/CSE17-1-720x540.png,38
44,CHI17,Chimenea,,Pantalla de chimenea tela marrón bordada.,60x30x105 (cm),admin/img_prod/CHI17/CHI17-1-720x540.png,38
45,CRI17,Cristalería,,Cristalería bohemia (12 servicios) (modelo Lucy),1x1x1 (cm),admin/img_prod/CRI17/CRI17-720x540.png,38
46,MC17,Macetero,Comedor  Salón,Macetero hexagonal columna salomónica,31x31x115 (cm),admin/img_prod/MC17/MC17-1-720x540.png,38
47,ME17,Mesilla,Dormitorio  Valenciano,Mesilla valenciana oscura,55x41x64 (cm),admin/img_prod/ME17/ME17-1-720x540.png,38
